,Title,Price,No. Reviews,Display size,Storage type,CPU Speed,RAM,Rating,Brand,graphics,Processor
319,"FANCY CHERRY 10 inch 8GB Laptop Netbook Notebook PC Ultrabook Android HDMI Dual Core WIFI Camera, Accessories Laptop Bag + Mouse + Mouse Pad + Earphone (Pink)",119.0,246,10.0,SATA,1.5,1,3.0,other_brand,0,unknown
320,Lenovo ThinkPad X240 12.5in 4th Gen Intel Core i5-4300U 8GB 240GB SSD WiFi WebCam Windows 10 Professional 64-bit (Renewed),306.99,27,12.5,SSD,1.9,8,4.3,lenovo,0,i5
321,"HP Stream 14s-fq0508sa 14"" Laptop - AMD 3020e, 64 GB eMMC, Black",325.0,5,14.0,SSD,2.6,4,3.1,hp,0,amd
322,"Lenovo ThinkPad E14 14"" Laptop - Core i7 1.8GHz CPU, 16GB RAM, Windows 10 Pro",981.97,2,14.0,Others,1.8,16,5.0,lenovo,0,i7
323,"ASUS TUF FA506IU Full HD 144Hz 15.6"" Gaming Laptop (AMD Ryzen 5-4600H, Nvidia GeForce GTX 1660Ti, 8GB RAM, 512GB SSD, Windows 10), Fortress Gray",839.0,124,15.6,Flash Memory Solid State,3.0,8,4.4,asus,1,amd
324,"HP 15s-eq1054na 15.6 Inch Full HD Laptop - (Grey) (AMD 3020e, 4 GB RAM, 128 GB SSD, Windows 10 Home)",299.99,61,15.6,Flash Memory Solid State,1.2,4,4.2,hp,0,amd
325,"Lenovo Legion 7 15.6 Inch FHD 240 Hz Gaming Laptop (Intel Core i7, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 2070 Super Max-Q, Windows 10 Home) – Slate Grey",1596.0,10,15.6,Flash Memory Solid State,2.6,16,4.0,lenovo,1,i7
326,"Jumper EZbook S5 14 inch Windows 10 laptop, 8GB RAM 256GB, Intel Quad core processor, TF card supports up to 128GB expansion, M.2 SSD supports up to 1TB expansion",339.99,2,14.0,Flash Memory Solid State,2.2,8,3.0,other_brand,0,unknown
327,"Dell New XPS 13 9300 13inch FHD Laptop, Intel Core i7-1065G7 (10th Gen), 8GB RAM, 512GB SSD, Windows 10 Home, 2020 Model ,Silver",1499.0,35,13.4,Flash Memory Solid State,3.9,8,4.2,dell,0,i7
328,"Razer Book 13 - Ultra Light Laptop for on the Go with 13.4 Inch Full HD 60 Hz Touchscreen (Intel Core i7 11th Gen, Iris Xe Graphics, 10 Hours Battery Life) Mercury / White | Qwerty UK Layout",1399.98,13,13.4,SSD,2.8,256,4.3,other_brand,1,i7
329,"FANCY CHERRY 10 inch 8GB Laptop Netbook Notebook PC Ultrabook Android HDMI Dual Core WIFI Camera, Accessories Laptop Bag + Mouse + Mouse Pad + Earphone (Silver)",118.14,246,10.0,SATA,1.5,1,3.0,other_brand,0,unknown
330,"HP ProBook 450 G7 15.6"" Laptop - Core i5 1.6GHz CPU, 8GB RAM, 256GB SSD, Windows 10 Pro",849.29,7,15.6,SSD,1.6,8,4.8,hp,0,i5
331,"Lenovo V15 82C70004UK - 15.6-inch Laptop, AMD Ryzen 3 3250U, 8 GB RAM, 256 GB SSD, Windows 10 Home",444.5,8,15.6,SSD,3.5,8,4.8,lenovo,0,amd
332,"HP 250 G7 15.6-inch Laptop, Intel Core i7-1065G7, 32 GB RAM, 2 TB SSD, Windows 10 Pro",1349.0,7,15.6,SSD,3.9,32,4.1,hp,0,i7
333,"HP PROBOOK 650 G1 15.6"" LAPTOP INTEL CORE i5-4300M 4th GEN 2.6GHZ WEBCAM 8GB RAM 256GB SSD WINDOWS 10 PRO 64BIT (Renewed))",495.0,10,15.6,SSD,2.6,8,2.8,hp,0,i5
334,"ASUS - ROG Zephyrus G14 14"" Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 2060 Max-Q - 1TB SSD - Moonlight White",1299.0,62,14.0,SSD,2.3,16,4.6,asus,1,amd
335,"APPLE MACBOOK PRO A1278 MD101 CORE I5 2.5GHZ, 16GB RAM, 500GB HDD, 13.3in SCREEN (Renewed)",479.99,289,13.0,HDD,2.5,16,4.0,apple,0,i5
336,"Lenovo ThinkPad T450 14.1"" i5-5300U 8GB 256GB SSD WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed)",440.0,486,14.0,SSD,2.3,8,4.3,lenovo,0,i5
337,"Lenovo ThinkPad T460 i5-6200 2.3GHz 8GB RAM, 256GB SSD DVDRW 14.1"" 1920 x 1080 (Full HD) LCD Webcam Windows 10 Pro 64 bit WiFi (Renewed)",429.0,3,14.1,SSD,2.3,8,4.6,lenovo,0,i5
338,"Gigabyte AERO 15-XC 15.6"" Laptop, UHD, AMOLED, Intel Core i7-10870H, 32GB DDR4, 1TB NVMe SSD, NVIDIA GeForce RTX 3070 Max-Q GDDR6 8GB, Windows 10 Pro",2677.8,1,15.6,SSD,5.0,32,2.0,other_brand,1,i7
339,TOPOSH 11.6 Inch Windows 10 Laptop PC Mini Notebook Computer 8GB RAM+128GB SSD Intel Celeron J3455 Quad Core 1.5GHz Processor Graphics with TF Card Slot WIFI Bluetooth- Black,289.99,1,11.6,SSD,1.5,8,5.0,other_brand,1,unknown
340,"Microsoft Surface Laptop 3 Ultra-Thin 13.5” Touchscreen Laptop (Platinum) - Intel 10th Gen Quad Core i5, 8GB RAM, 256GB SSD, Windows 10 Home, 2019 Edition",999.0,353,13.5,SSD,2.1,8,4.6,other_brand,0,i5
341,"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb183nr, Diamond White), Model Number: 9MV83UA#ABA",329.0,501,14.0,EMMC,1.1,4,4.4,hp,0,unknown
342,"Razer Blade 15 Base Model (2020): Gaming Laptop with 15.6 Inch Full HD 144 Hz Base Model, Intel Core i7, NVIDIA GeForce RTX 2060, 16 GB RAM, 512 GB SSD, Chroma RGB Lighting |UK QWERTY Layout",1695.82,286,15.6,Flash Memory Solid State,5.0,16,4.3,other_brand,1,i7
343,HP ELITEBOOK 840 G3 14in Touchscreen LAPTOP INTEL CORE i5-6200U 6th GEN 2.30GHZ WEBCAM 8GB RAM 180GB SSD WINDOWS 10 PRO 64BIT (Renewed),495.0,11,14.0,SSD,2.3,8,4.1,hp,0,i5
344,"KUU KBOOK Pro Laptop, 14 inch 1920 × 1080 FHD screen Intel Celeron N3450 CPU 6GB 256GB SSD with RJ45, Thin and light laptop (6GB RAM+256GB SSD)",289.99,5,14.1,SSD,2.3,6,3.7,other_brand,0,unknown
345,HP ELITEBOOK 840 G3 14in Touchscreen LAPTOP INTEL CORE i5-6200U 6th GEN 2.30GHZ WEBCAM 16GB RAM 1TB HDD WINDOWS 10 PRO 64BIT (Renewed),546.7,13,14.0,SATA,2.3,16,4.1,hp,0,i5
346,"Dell Latitude Rugged 5420 14-inch Laptop, Intel Core i5-8350U, 3.60GHz, 16 GB RAM, 512GB SSD, UHD Graphics, FHD 1920 x 1080, Windows 10 Pro",1595.95,1,14.0,SSD,3.6,16,4.0,dell,1,i5
347,HP EliteBook 820 G3 (12.5 inch) Notebook PC Core i5 (6200U) 2.3GHz 8GB 256GB SSD WLAN BT Webcam Windows 10 Pro 64-bit (HD Graphics 520) (Renewed),350.0,30,12.5,SSD,2.3,8,3.9,hp,1,i5
348,"Dell Inspiron 7000 13.3 Inch FHD 2-in-1 Laptop, Intel Core i5-1135G7 (11th Gen), Narrow Border WVA Display with Active Pen and Charging Dock, 8 GB RAM, 512 GB SSD, Fingerprint Reader, Win 10 Home",949.0,3,13.3,Flash Memory Solid State,4.2,8,5.0,dell,0,i5
349,"HSW 10.1 inch windows 10 Ultra Thin Laptop PC - 2GB RAM 32GB Storage, Intel Quad Core 1.44Ghz USB 3.0, WiFi, HDMI, BT, Supports 128GB tf-Card Notebook Computer (Blue)",148.75,99,10.1,SATA,1.44,2,3.5,other_brand,0,unknown
350,"HONOR MagicBook Pro, 16.1 Inch Laptop with 1080P FHD Screen, Ultrabook PC (AMD 7 nm Ryzen 5, 16 GB RAM, 512 GB SSD, Windows 10 Home, Multi-screen Collaboration, Fingerprint Reader), Space Grey",899.97,328,16.1,Flash Memory Solid State,3.0,512,4.6,other_brand,0,amd
351,"ASUS 14 inch Chromebook C425TA Full HD Laptop (Intel Core M3-8100Y, 4GB RAM, 64GB eMMC, Chrome OS, Backlit Keyboard)",348.97,2677,14.0,SSD,1.1,4,4.4,asus,0,unknown
352,"Alienware m15 R3 15.6 Inch 4K UHD Gaming Laptop, Intel Core i7-10750H (10th Gen), 60Hz 1ms 400-nits OLED Display, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 2070 SUPER 8GB GDDR6, Tobii Eyetracking, Win 10H",2099.0,14,15.6,Flash Memory Solid State,5.1,16,4.0,other_brand,1,i7
353,"G-Anica® 10.1 Inch Windows 10 Laptop Quad Core Notebook Slim and Lightweight Mini Netbook Computer with Netflix Youtube Bluetooth Wifi Webcam HDMI , and Laptop Bag,Mouse, Mouse Pad, Headphone(Black)",209.99,39,10.1,SSD,1.44,2,3.7,other_brand,0,unknown
354,Lenovo ThinkPad T430 Core i5-3320M 8GB 512GB SSD DVDRW WiFi Windows 10 Professional Laptop PC Computer (Renewed),369.49,16,14.0,SSD,2.6,8,3.8,lenovo,0,i5
355,"ASUS ZenBook UM433IQ Full HD 14"" Laptop (AMD Ryzen 7 4700U, Nvidia GeForce MX350 Graphics, 8GB RAM, 512GB PCIe SSD, Windows 10) - Includes LED NumberPad, Light Grey",838.98,76,14.0,Flash Memory Solid State,2.0,8,4.1,asus,1,amd
356,"ASUS TUF FX505 - 15.6 Inch 120 Hz Full HD Gaming Laptop - AMD Ryzen R7-3750H, Nvidia GeForce RTX 2060 6 GB, 16 GB RAM, 512 GB NMVe PCI-e SSD, Windows 10)",1199.99,231,15.6,Others,2.3,16,4.5,asus,1,amd
357,"Alienware m15 R3 15.6 Inch FHD Gaming Laptop, Intel Core i7-10750H, 144Hz 7ms 300-nits 72% NTSC Colour Gamut Display, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 2060 6 GB GDDR6, Win 10 Home",1847.16,14,15.6,Flash Memory Solid State,5.1,16,4.0,other_brand,1,i7
358,TOPOSH Windows 10 Laptop 10.1 Inch PC Mini Notebook Computer 2GB RAM+32GB SSD Intel Atom X5-Z8350 Quad-Core Graphics 1.92 GHz with TF slot Bluetooth 4.0 Wifi HDMI - Pink,189.99,135,10.1,SSD,1.92,2,3.8,other_brand,1,unknown
359,"ASUS X509JA-EJ025T 15.6"" Full HD Laptop (Intel Core i3-1005G1 Processor, 4GB RAM, 256GB SSD, Windows 10 Home), Slate Grey",432.3,12,15.6,Flash Memory Solid State,1.2,4,4.0,asus,0,i3
360,"Apple MacBook Pro Retina Display MPXQ2LL/A , 13in Laptop 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Silver, macOS Mojave 10.14 (Renewed)",748.94,394,13.0,SSD,2.3,8,4.4,apple,0,i5
361,Dell Latitude E6430 14.1in Core i5-3320M 8GB 128GB SSD DVDRW WiFi Windows 10 Professional 64-Bit Laptop (Renewed),299.99,116,14.1,SSD,2.6,8,3.8,dell,0,i5
362,"ASUS 14 inch Chromebook C423NA 14"" Full HD Laptop (Intel Celeron N3350, 4GB RAM, 64GB eMMC, Chrome)",274.0,2677,14.0,EMMC,1.1,4,4.4,asus,0,unknown
363,"HP Stream 11-AK0001NA 11.6"" Laptop 1366 x 768 pixels Intel Celeron N4000 2GB DDR4-SDRAM 32GB eMMC Wi-Fi 5 802.11ac Windows 10 S - 5AT52EA - UK Keyboard Layout - Plain Box",269.0,5,11.6,HDD,2.6,2,4.0,hp,0,unknown
364,"Lenovo IdeaPad S130 14” HD Cloudbook – (Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC, Windows 10 S bundled with Office 365 Personal) - Grey",299.0,212,14.0,EMMC,1.1,4,4.4,lenovo,0,unknown
365,"Lenovo Ideapad S340 14"" Full HD Laptop Intel Core i3-1005G1 4GB RAM 128GB SSD Windows 10 S Abyss Blue - 81VV0026UK",429.98,6,14.0,SSD,1.2,4,4.8,lenovo,0,i3
366,"MSI GE66 Raider 10UG-003UK Full HD 240 Hz 15.6 Inch Gaming Laptop (Intel i7-10870H, NVIDIA GeForce RTX 3070 8 GB, 1TB NVMe PCIe Gen3x4 SSD, 32 GB RAM, Wi-Fi 6, 99.9Whr) Titanium Blue-Black",2099.0,3,15.6,SSD,4.8,32,5.0,other_brand,1,i7
367,"HP Pavilion 17-cd1014na 17.3 Inch Full HD Gaming Laptop - (Shadow Black) (Intel Core i7-10750H, NVIDIA GeForce GTX 1660 Ti (6 GB Dedicated) Graphics, 16 GB RAM, 512 GB SSD, 1 TB HDD, Windows 10 Home)",1199.99,455,17.3,Others,2.6,16,4.7,hp,1,i7
368,"ASUS A516MA 15.6"" FHD Intel Pentium Silver N5030 8GB DDR4 256GB NVMe SSD Intel UHD Graphics Backlit KB WIN 10 PRO",429.0,10,15.6,SSD,1.1,8,3.7,asus,1,unknown
369,"G-Anica® Netbook Laptop PC 10 inch Android Portable Ultrabook,Dual Core, Wifi,with Laptop Bag + Mouse + Mouse Pad + Earphone (4 PCS Computer Accessories) (Black)",139.99,153,10.0,HDD,1.5,1,3.0,other_brand,0,unknown
370,"HP 14"" EliteBook 840 G3 Ultrabook - Full HD (1920x1080) Core i5-6300U 8GB DDR4 512GB SSD WebCam WiFi Windows 10 Professional 64-bit Laptop PC (Renewed)",566.05,715,14.0,SSD,2.4,8,4.1,hp,0,i5
371,"Alienware m15 R3 15.6"" FHD 300Hz 3ms 300-nits Gaming Laptop, Intel Core i7-10750H, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6, Killer Wi-Fi6, Win 10 Home",2899.0,14,15.6,Flash Memory Solid State,5.1,32,4.0,other_brand,1,i7
372,"HP 250 G7 15.6-inch Laptop, Intel Core i7-1065G7, 16 GB RAM, 2 TB SSD, Windows 10 Pro",1199.0,2,15.6,SSD,3.9,16,5.0,hp,0,i7
373,BIGMAC Windows 10 Computer Laptop Mini 10.1 Inch 32GB Ultra Thin and Light Netbook Intel Quad Core CPU PC HDMI WIFI USB Netflix Youtube (Blue)…,199.0,100,10.1,SSD,1.96,2,3.7,other_brand,0,unknown
374,"Lenovo N21 Chromebook - 11.6-inch Laptop Intel Celeron N2840 2.16GHz / 2.58GHz Turbo Processor, 4GB RAM, 16GB eMMC, Google Chrome OS (Renewed)",179.99,34,11.6,EMMC,2.16,2,4.0,lenovo,0,unknown
375,"Lenovo V15 Athlon Gold 3150U 15.6-inch Laptop, AMD Athlon Gold 3150U, 8 GB RAM, 1 TB SSD, Windows 10 Pro",599.0,2,15.6,SSD,3.3,8,4.0,lenovo,0,amd
376,"APPLE MACBOOK PRO Retina A1502 13.3"" LATE 2013 ME864LL/A CORE I5 2.4GHz 8GB Ram 256GB SSD MAC OS MOJAVE (Renewed)",569.0,26,13.3,Others,2.4,8,4.3,apple,0,i5
377,"Dell New XPS 13 2in1 9310 13 Inch Laptop, Intel Core i7-1165G7 Processor (4.7 GHz), 16:10 FHD+ WLED Touch Display (1920 x 1200), 16 GB RAM, 512 GB NVMe SSD, Fingerprint Reader, Windows 10 Home, silver",1595.0,37,13.4,Flash Memory Solid State,4.7,16,4.1,dell,0,i7
378,"HP Pavilion x360 14-dw1012na 14 Inch Full HD Touch Screen Convertible Laptop, Intel Pentium Gold 7505, 4 GB RAM, 128 GB SSD, Windows 10 Home - Silver",479.99,33,14.0,Flash Memory Solid State,3.5,4,4.5,hp,0,unknown
379,"iSTYLE 15.6-inch Windows 10 Ultra-Thin Full HD Laptop Netbook-8GB EMMC 64GB Storage Space (1.44Ghz, USB 3.0, WiFi, HDMI, BT, Intel HD Graphics) Laptop (8GB+64GB SILVER) (8GB+64GB SILVER)",279.0,41,15.6,SATA,1.44,4,4.2,other_brand,1,unknown
380,ASUS Zenbook Flip UX370UA Core i5-8250U 16GB 256GB SSD 13.3 Inch Full HD Windows 10 Home 2-in-1 Laptop,858.92,4,13.3,Flash Memory Solid State,1.6,16,4.7,asus,0,i5
381,"Lenovo Legion 5 15.6 Inch FHD 144 Hz Gaming Laptop (Intel Core i5, 8 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 2060, Windows 10 Home) – Phantom Black 81Y6005TUK",952.9,63,15.6,Flash Memory Solid State,2.5,8,4.4,lenovo,1,i5
382,"HP 14"" EliteBook 840 G3 Ultrabook - Full HD (1920x1080) Core i5-6300U 16GB DDR4 512GB SSD WebCam WiFi Windows 10 Professional 64-bit Laptop PC (Renewed)",589.0,715,14.0,SSD,2.4,16,4.1,hp,0,i5
383,"Lenovo Thinkpad T450 Laptop, I5-5300U, 2.3GHZ, 500GB SATA Drive, 8GB RAM, With Windows 10 Professional (Renewed)",354.99,22,14.1,Others,2.3,8,4.2,lenovo,0,i5
384,FANCY CHERRY® NEW 2018 HD 10 inch Mini Laptop Notebook Netbook Tablet Computer 1G DDR3 8GB Memory VIA WM8880 CPU Dual Core Android Screen Wifi Camera Keyboard USB HDMI (Black 8GB),109.0,241,10.0,SSD,1.5,1,3.0,other_brand,0,unknown
385,"ASUS ZenBook S13 UX392FN Full HD 13.9"" Ultrabook Laptop (Intel i7 Processor, 16GB RAM, 512GB SSD, Nvidia MX150 Graphics, Backlit Keyboard, Windows 10 Professional) ,Blue",1099.99,11,13.9,Flash Memory Solid State,1.8,512,4.4,asus,1,i7
386,"Lenovo Legion 5 15.6 Inch FHD Gaming Laptop (Intel Core i5, 8 GB RAM, 256 GB SSD, NVIDIA GeForce GTX 1650, Windows 10 Home) – Phantom Black",827.73,63,15.6,Flash Memory Solid State,2.5,8,4.4,lenovo,1,i5
387,"Lenovo Legion 7 15.6 Inch FHD 144 Hz Gaming Laptop (Intel Core i7, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX 2080 Super Max-Q, Windows 10 Home) – Slate Grey",1499.99,10,15.6,Flash Memory Solid State,2.3,16,4.0,lenovo,1,i7
388,"Hp 255 G7 (2D200EA#ABU) 15.6"" Full HD Laptop (Amd Ryzen 5 3500U, 8GB Ram, 256GB ssd, Windows 10 Pro)",649.98,1,15.6,SSD,2.1,8,5.0,hp,0,amd
389,"HP EliteBook 840 G2 14-inch Ultrabook Laptop PC (Intel Core i5-5300U, 8GB RAM, 256GB SSD, WiFi, WebCam, Windows 10 Professional 64-bit)(Renewed)",500.0,715,14.0,SSD,2.3,8,4.1,hp,0,i5
390,"Lenovo V15 Athlon Gold 3150U 15.6-inch Laptop, AMD Athlon Gold 3150U, 8 GB RAM, 500 GB SSD, Windows 10 Pro",549.0,2,15.6,SSD,3.3,8,4.0,lenovo,0,amd
391,"HP Chromebook X360 14c-ca0003na 14 Inch Full HD Touch-screen Display, (Silver) (Intel Pentium Gold 6405U, 4 GB RAM, 64 GB eMMC, 100 GB Google One, 1 Year Subscription Included)",449.99,1037,14.0,EMMC,2.4,4,4.5,hp,0,unknown
392,"HP EliteBook 840 G1 14-inch Ultrabook (Intel Core i5 4th Gen, 4GB Memory, 320GB HDD, WiFi, WebCam, Windows 10 Professional 64-bit) (Renewed)",399.0,12,14.0,SATA,1.9,4,4.1,hp,0,i5
393,"Dell Latitude E7240 Core i5-4300U, 8GB RAM, 128GB SSD (Renewed)",339.99,37,12.5,SSD,2.0,8,4.0,dell,0,i5
394,"HP EliteBook 840 G2 14-inch Ultrabook Laptop PC (Intel Core i5-5300U, 16GB RAM, 256GB SSD, WiFi, WebCam, Windows 10 Professional 64-bit)(Renewed)",419.99,715,14.0,SSD,2.3,16,4.1,hp,0,i5
395,TOPOSH 10.1 Inch Windows 10 Laptop PC Mini Computer Notebook 2GB RAM+32GB SSD Intel Atom X5-Z8350 Quad-Core Graphics 1.92 GHz Supports TF Card Bluetooth 4.0 Wifi HDMI - White,189.99,135,10.1,SSD,1.92,2,3.8,other_brand,1,unknown
396,"Dell Latitude E7270 12.5"" Core i5-6300U 8GB 256GB SSD WebCam HDMI WiFi BT Windows 10 Professional Laptop PC (Renewed)",389.98,1,12.5,SSD,2.4,8,5.0,dell,0,i5
397,"Lenovo V15 ADA 15.6-inch Laptop, AMD Ryzen 5 3500U Quad Core APU, 20 GB RAM, 256 GB SSD, Windows 10 Home",679.0,1,15.6,SSD,3.7,20,4.0,lenovo,0,amd
398,"ASUS ZenBook UX325JA 13.3 Inch IPS Full HD Laptop (Intel i7-1065G7, 16 GB RAM, 1 TB SSD, 32 GB Intel Optane Memory, Backlit Keyboard, Windows 10) Includes Sleeve and USB-C Dongle",1073.88,47,13.3,Flash Memory Solid State,1.3,16,4.3,asus,0,i7
399,"Dell New XPS 15 9500 15.6 FHD+ Laptop, Intel Core i7-10750H (10th Gen), 8 GB RAM, 512 GB SSD, NVIDIA GTX 1650 Ti 4GB GDDR6, InfinityEdge Anti-Glare 500-Nit Display, Win 10 Home, Silver",1699.0,82,15.6,Flash Memory Solid State,5.0,8,4.1,dell,1,i7
400,"ASUS A516MA 15.6"" FHD Intel Pentium Silver N5030 20GB DDR4 256GB NVMe SSD Intel UHD Graphics Backlit KB WIN 10 PRO",579.0,4,15.6,SSD,1.1,20,3.8,asus,1,unknown
401,"Acer Swift 5 SF514-55T 14 inch Laptop - (Intel Core i7-1165G7, 8GB RAM, 512GB SSD, Full HD Touchscreen Display, Windows 10, Racing Green)",999.0,16,14.0,Flash Memory Solid State,4.7,8,3.8,acer,0,i7
402,"Lenovo IdeaPad 3 15'' Laptop, Intel Core i3 Processor, 4GB RAM, 128GB Storage, Windows 10S - Business Black",429.99,2,15.6,Flash Memory Solid State,3.4,4,5.0,lenovo,0,i3
403,"Razer Blade 15 Base Model (2020): Gaming Laptop with 15.6 Inch Full HD 144 Hz Base Model, Intel Core i7, NVIDIA GeForce RTX 2070, 16 GB RAM, 512 GB SSD, Chroma RGB Lighting | UK QWERTY Layout",1399.97,286,15.6,Flash Memory Solid State,5.0,16,4.3,other_brand,1,i7
404,"ASUS Zephyrus GA502DU 15.6 Inch Full HD 144 Hz Gaming Laptop (AMD Ryzen 7 3750H, Nvidia GeForce GTX 1660Ti 6 GB, 16 GB RAM, 512 GB M.2 NVMe PCIe 3.0 SSD, Windows 10), Brushed Black",1099.99,30,15.6,Flash Memory Solid State,2.3,16,4.1,asus,1,amd
405,"GPD Pocket 2 Celeron Edition Silver Windows 10 Portable Mini Laptop UMPC ; Intel Celeron, 7"" Display, 8GB RAM, 256GB SSD, Dual-Band Wi-Fi [S]",474.95,8,7.0,SSD,1.5,8,3.6,other_brand,0,unknown
406,"Microsoft Surface Book 3 13.5-Inch Notebook (Silver) - (Intel i7, 32GB RAM, 512GB SSD, 1650 NVIDIA Graphics, Windows 10 Home, 2020 Model)",1979.0,59,13.0,Flash Memory Solid State,1.3,32,4.2,other_brand,1,i7
407,BIGMAC 10.1 Inch Quad Core 8GB Computer Laptop PC Android 6.0 Mini Netbook Slim and Lightweight Notebook WiFi Webcam Netflix YouTube Google Player Flash (Pink),143.5,114,10.1,SSD,1.5,1,3.0,other_brand,0,unknown
408,"HP EliteBook 820 G2 12.5 Inch Ultrabook (Intel Core i5 5th Gen, 8GB Memory, 256GB SSD, WiFi, WebCam, Windows 10 Professional 64-bit) (Renewed)",319.99,36,12.5,SSD,2.3,8,4.0,hp,0,i5
409,HP ELITEBOOK 840 G3 14 inches Touchscreen LAPTOP INTEL CORE I5-6200U 6th GEN 2.30GHZ WEBCAM 16GB RAM 256GB SSD WINDOWS 10 PRO 64BIT (Renewed),550.0,7,14.0,SSD,2.3,16,4.4,hp,0,i5
410,"ASUS M509 15.6-inch Laptop, AMD Ryzen 3 3250U, 20 GB RAM, 1 TB SSD, Windows 10 Pro",749.0,4,15.6,SSD,3.5,20,3.6,asus,0,amd
411,HP 14s-dq1504sa Full HD Intel Core i5-1035G1 8GB RAM 256GB SSD 14'' Laptop Windows 10 Home (64-bit),610.0,5,14.0,SSD,1.0,8,5.0,hp,0,i5
412,"Dell Inspiron 5491 14-Inch FHD IPS Touchscreen 2-in-1 Laptop (Silver) Intel Core i7-10510U, 16GB RAM, 512GB SSD, FINGERPRINT READER, Windows 10 Home",1199.0,37,14.0,Flash Memory Solid State,1.8,512,4.3,dell,0,i7
413,"Lenovo 14"" ThinkPad T450s Ultrabook - HDF+ (1600x900) Core i5-5300U 8GB 128GB SSD WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed)",437.18,486,14.0,SSD,2.3,8,4.3,lenovo,0,i5
414,"Dell G7 17.3 Inch FHD Gaming Laptop, Intel Core i5-10300H (10th Gen), 144 Hz 300 nits IPS Display, 8 GB RAM, 512 GB SSD, NVIDIA GeForce GTX 1660Ti 6 GB GDDR6, Win 10 Home",1279.37,12,17.3,Flash Memory Solid State,4.5,512,4.0,dell,1,i5
415,"Microsoft Surface GO 2 10 Inch 2-in-1 Laptop and Tablet PC, Silver (Intel Pentium Gold Processor 4425Y, 8GB RAM, 128GB SSD, Windows 10, 2020 Model), with Surface Go 2 Type Cover, Black",604.49,397,10.0,Flash Memory Solid State,1.7,8,4.7,other_brand,0,unknown
416,"HP Chromebook 14-db0500sa 14"" Laptop AMD A4-9120 4GB RAM 32GB eMMC Chrome OS - 5AT31EA#ABU",275.0,8,14.0,EMMC,2.2,4,4.4,hp,0,amd
417,Lenovo Ideapad 5 i3 8GB 128GB 15.6 GREY,469.95,22,15.6,SSD,1.2,8,4.3,lenovo,0,i3
418,"Acer ConceptD 3 Ezel Pro CC315-72P 15.6 Inch Creator Laptop (Intel Core i7-10750H, 16GB RAM, 1TB SSD, NVIDIA Quadro T1000, Full HD Touchscreen Display with Active Stylus, Windows 10 Pro, White)",1999.99,5,15.6,Flash Memory Solid State,2.6,16,5.0,acer,1,i7
419,"Microsoft Surface Laptop 3 Ultra-Thin 13.5” Touchscreen Laptop (Matte Black) - Intel 10th Gen Quad Core i7, 16GB RAM, 512GB SSD, Windows 10 Home, 2019 Edition",1599.0,353,13.5,SSD,2.1,16,4.6,other_brand,0,i7
420,"Apple MacBook Pro with Retina Display 13-inch Laptop (Intel i5 2.7 GHz, 8 GB RAM, 256 GB SSD, Intel HD, OS X Yosemite) - Silver - 2015 - MF840B/A (Renewed)",649.99,22,13.3,SSD,2.7,8,4.1,apple,0,i5
421,"Lenovo IdeaPad Slim 1 11.6 Inch HD Laptop - (AMD A4, 4GB RAM, 64GB eMMC, Windows 10 Home S Mode) - Ice Blue",299.0,124,11.6,EMMC,1.5,4,4.4,lenovo,0,amd
422,"ASUS ZenBook UX325JA 13.3"" IPS Full HD Laptop (Intel i5-1035G1, 8GB RAM, 512GB M.2 NVMe PCIe SSD + 32GB Intel Optane Memory, Backlit Keyboard, Windows 10)",693.7,47,13.3,Flash Memory Solid State,1.0,8,4.3,asus,0,i5
423,"Microsoft Surface Laptop 3 Ultra-Thin 13.5” Touchscreen Laptop (Matte Black) - Intel 10th Gen Quad Core i5, 8GB RAM, 256GB SSD, Windows 10 Home, 2019 Edition",999.0,353,13.5,SSD,2.3,8,4.6,other_brand,0,i5
424,"Lenovo Legion 5 Gaming Laptop, 15.6"" FHD (1920x1080) IPS Screen, AMD Ryzen 7 4800H Processor, 16GB DDR4, 512GB SSD, NVIDIA GTX 1660Ti, Windows 10, 82B1000AUS, Phantom Black",999.0,892,15.6,SSD,2.9,16,4.6,lenovo,1,amd
425,"Apple MacBook Air 13"" (2017) - Core i5 1.8GHz, 8GB RAM, 128GB SSD (Renewed)",679.99,13,13.0,SSD,1.8,8,4.4,apple,0,i5
